Raonament:

Per determinar qui ha obtingut més llibres, hem de seguir el procés de repartició dels llibres.

Antoni recull 1/5 del total, Bernat recull 1/6 dels que queden, Carles recull 1/3 dels que queden, David recull 1/4 dels que queden i Enric i Ferran es reparteixen els que encara queden en parts iguals.

Per calcular la quantitat de llibres que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Antoni ha obtingut 1/5 del total, Bernat ha obtingut 1/6 dels que queden, Carles ha obtingut 1/3 dels que queden, David ha obtingut 1/4 dels que queden i Enric i Ferran han obtingut els que encara queden en parts iguals.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona ha obtingut, hem de calcular la quantitat que cada persona ha obtingut en comparació amb la quantitat que havia obtingut la persona anterior.

Per calcular la quantitat que cada persona
