Raonament:

Si Dani i Aitana surten de la casa a l'escola en el mateix moment, Dani tardarà 12 minuts per anar a l'escola. Si Aitana surt un minut abans que Dani, això significa que Aitana surt 1 minut abans que Dani.

Aitana tarda 16 minuts per anar a l'escola, però surta 1 minut abans que Dani, per tant, Aitana tardarà 15 minuts per anar a l'escola.

Per això, Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 13 minuts - 1 minut (temps que Aitana surt abans de Dani) = 12 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut (temps que Aitana surt abans de Dani) = 13 minuts per atrapar Aitana.

Però, la pregunta pregunta quan Dani tardarà a atrapar Aitana, no quan surten de la casa. Això significa que Dani tardarà 12 minuts (temps que tarda per anar a l'escola) + 1 minut
